ac_type,ac_type_clasif1,ac_type_clasif2
Douglas C-47 Skytrain (DC-3),Avión militar,Avión
Douglas C-47-A-75-DL Skytrain,Avión militar,Avión
Douglas C-47-DK,Avión militar,Avión
Douglas C-47-DL,Avión militar,Avión
Douglas C-47-DL (DC-3),Avión militar,Avión
Douglas C-47A,Avión militar,Avión
Douglas C-47A (DC-3),Avión militar,Avión
Douglas C-47A Dakota,Avión militar,Avión
Douglas C-47A-1,Avión militar,Avión
Douglas C-47A-1-DK,Avión militar,Avión
Douglas C-47A-10-DK,Avión militar,Avión
Douglas C-47A-15-DK,Avión militar,Avión
Douglas C-47A-20-DL,Avión militar,Avión
Douglas C-47A-25,Avión militar,Avión
Douglas C-47A-25-DK,Avión militar,Avión
Douglas C-47A-30,Avión militar,Avión
Douglas C-47A-30-DK,Avión militar,Avión
Douglas C-47A-30-DK (DC-3C),Avión militar,Avión
Douglas C-47A-30-DK Dakota III,Avión militar,Avión
Douglas C-47A-35-DL,Avión militar,Avión
Douglas C-47A-5-DK,Avión militar,Avión
Douglas C-47A-50-DL,Avión militar,Avión
Douglas C-47A-60-DL,Avión militar,Avión
Douglas C-47A-75-DL Dakota 3,Avión militar,Avión
Douglas C-47A-80-DL,Avión militar,Avión
Douglas C-47A-90 (DC-3),Avión militar,Avión
Douglas C-47A-90 DL (DC-3),Avión militar,Avión
Douglas C-47A-90-DL,Avión militar,Avión
Douglas C-47A-DK,Avión militar,Avión
Douglas C-47A-DL,Avión militar,Avión
Douglas C-47B,Avión militar,Avión
Douglas C-47B-15-DK,Avión militar,Avión
Douglas C-47B-25-DK,Avión militar,Avión
Douglas C-47B-40-DK,Avión militar,Avión
Douglas C-47B-5-DK,Avión militar,Avión
Douglas C-47B-DK,Avión militar,Avión
Douglas C-47B-dK,Avión militar,Avión
Douglas C-47D,Avión militar,Avión
Douglas C-47DL,Avión militar,Avión
Douglas C-47J,Avión comercial de pasajeros,Avión
Douglas C-48,Avión militar,Avión
Douglas C-49E,Avión militar,Avión
Douglas C-53,Avión militar,Avión
Douglas C-53-DO (DC-3A),Avión militar,Avión
Douglas C-53D-DO,Avión militar,Avión
Douglas C-53D-DO (DC-3),Avión militar,Avión
Douglas C-54,Avión militar,Avión
Douglas C-54 Skymaster,Avión militar,Avión
Douglas C-54-DO (DC-4),Avión militar,Avión
Douglas C-54A,Avión militar,Avión
Douglas C-54A-1-DO,Avión militar,Avión
Douglas C-54A-1-DO Skymaster,Avión militar,Avión
Douglas C-54A-10-DC,Avión militar,Avión
Douglas C-54A-5-DC,Avión militar,Avión
Douglas C-54A-DC,Avión militar,Avión
Douglas C-54A-DC (DC-4),Avión militar,Avión
Douglas C-54A-DO,Avión militar,Avión
Douglas C-54A-DO (DC-4),Avión militar,Avión
Douglas C-54B,Avión militar,Avión
Douglas C-54B / P-38,Avión militar,Avión
Douglas C-54B-1-DC,Avión militar,Avión
Douglas C-54B-10-DO,Avión militar,Avión
Douglas C-54B-15-DO,Avión militar,Avión
Douglas C-54B-5-DO,Avión militar,Avión
Douglas C-54D,Avión militar,Avión
Douglas C-54D-1-DC,Avión militar,Avión
Douglas C-54D-DC (DC-4),Avión militar,Avión
Douglas C-54E,Avión militar,Avión
Douglas C-54E-5-DO,Avión militar,Avión
Douglas C-54E-DO (DC-4),Avión militar,Avión
Douglas C-54G,Avión militar,Avión
Douglas C-54G (DC-4),Avión militar,Avión
Douglas C-54P,Avión militar,Avión
Douglas C-74,Avión militar,Avión
Douglas C124-DL Globemaster II,Avión militar,Avión
Douglas C188-B,Avión militar,Avión
Douglas C47,Avión militar,Avión
Douglas C47-TP,Avión militar,Avión
Douglas C54A,Avión militar,Avión
Douglas C54E-DO (DC-4),Avión comercial de pasajeros,Avión
Douglas DC 3-A-SB-3-G-14,Avión militar,Avión
Douglas DC--3,Avión comercial de pasajeros,Avión
Douglas DC-2,Avión comercial de pasajeros,Avión
Douglas DC-2-112,Avión comercial de pasajeros,Avión
Douglas DC-2-115A,Avión comercial de pasajeros,Avión
Douglas DC-2-115B,Avión comercial de pasajeros,Avión
Douglas DC-2-115E,Avión comercial de pasajeros,Avión
Douglas DC-2-115H,Avión comercial de pasajeros,Avión
Douglas DC-2-115L,Avión comercial de pasajeros,Avión
Douglas DC-2-120,Avión comercial de pasajeros,Avión
Douglas DC-2-172,Avión comercial de pasajeros,Avión
Douglas DC-2-221,Avión comercial de pasajeros,Avión
Douglas DC-2-243,Avión militar,Avión
Douglas DC-3,Avión militar,Avión
Douglas DC-3 ( C-47-DO),Avión militar,Avión
Douglas DC-3 ( C-53D-DO),Avión militar,Avión
Douglas DC-3 (C-47),Avión militar,Avión
Douglas DC-3 (C-47-A5-DL),Avión militar,Avión
Douglas DC-3 (C-47-B-1-DK),Avión militar,Avión
Douglas DC-3 (C-47-DL),Avión militar,Avión
Douglas DC-3 (C-47A-30-DK),Avión militar,Avión
Douglas DC-3 (C-47A-70-DL),Avión militar,Avión
Douglas DC-3 (C-47A-90-DL),Avión militar,Avión
Douglas DC-3 (C-47A-DK),Avión militar,Avión
Douglas DC-3 (C-47A-DL),Avión militar,Avión
Douglas DC-3 (C-47B-DK),Avión militar,Avión
Douglas DC-3 (C-47DL),Avión militar,Avión
Douglas DC-3 (C-47DL) /Vultee BT-13,Avión militar,Avión
Douglas DC-3 (C-50A-DO),Avión militar,Avión
Douglas DC-3 (C-53-DO),Avión militar,Avión
Douglas DC-3 (C-53D-DO),Avión militar,Avión
Douglas DC-3 (C-54A-DO),Avión militar,Avión
Douglas DC-3 (C47-DL),Avión militar,Avión
Douglas DC-3 (Douglas C-47A-10-DK),Avión militar,Avión
Douglas DC-3 -201D/ F-6-F- 5 Hellcat,Avión militar,Avión
Douglas DC-3 / Avro Anson,Avión comercial de pasajeros,Avión
Douglas DC-3 / Cessna 170B,Avión militar,Avión
Douglas DC-3 / Douglas DC-3,Avión militar,Avión
Douglas DC-3 / Lockheed B-34,Avión militar,Avión
Douglas DC-3 / Piper PA-18A,Avión militar,Avión
Douglas DC-3 / USN R4-D6,Avión militar,Avión
Douglas DC-3 Dakota,Avión comercial de pasajeros,Avión
Douglas DC-3-178,Avión comercial de pasajeros,Avión
Douglas DC-3-194H,Avión militar,Avión
Douglas DC-3-201C /  Army A-26,Avión comercial de pasajeros,Avión
Douglas DC-3-201E,Avión comercial de pasajeros,Avión
Douglas DC-3-201F,Avión comercial de pasajeros,Avión
Douglas DC-3-227B,Avión comercial de pasajeros,Avión
Douglas DC-3-3,Avión comercial de pasajeros,Avión
Douglas DC-3-313,Avión comercial de pasajeros,Avión
Douglas DC-3-313A,Avión comercial de pasajeros,Avión
Douglas DC-3-3A,Avión comercial de pasajeros,Avión
Douglas DC-3-455,Avión militar,Avión
Douglas DC-3-A-269,Avión comercial de pasajeros,Avión
Douglas DC-3-DST,Avión comercial de pasajeros,Avión
Douglas DC-3A,Avión comercial de pasajeros,Avión
Douglas DC-3A-178,Avión comercial de pasajeros,Avión
Douglas DC-3A-197D,Avión comercial de pasajeros,Avión
Douglas DC-3A-228D,Avión militar,Avión
Douglas DC-3C,Avión militar,Avión
Douglas DC-3C (C-47A-DK),Avión militar,Avión
Douglas DC-3C (C47A-DL),Avión comercial de pasajeros,Avión
Douglas DC-3D,Avión comercial de pasajeros,Avión
Douglas DC-3DST,Avión comercial de pasajeros,Avión
Douglas DC-3F,Avión militar,Avión
Douglas DC-4,Avión militar,Avión
Douglas DC-4  (C-54-10-DO),Avión militar,Avión
Douglas DC-4 (C-54),Avión militar,Avión
Douglas DC-4 (C-54-DO),Avión militar,Avión
Douglas DC-4 (C-54A-DO),Avión militar,Avión
Douglas DC-4 (C-54G-1-DO),Avión militar,Avión
Douglas DC-4 / USAF F-4E,Avión militar,Avión
Douglas DC-4 /Beechcraft SMB-1,Avión comercial de pasajeros,Avión
Douglas DC-4-1009,Avión militar,Avión
Douglas DC-47,Avión militar,Avión
Douglas DC-4A,Avión comercial de pasajeros,Avión
Douglas DC-5,Avión militar,Avión
Douglas DC-6,Avión militar,Avión
Douglas DC-6 / RAF York,Avión comercial de pasajeros,Avión
Douglas DC-6-54B,Avión militar,Avión
Douglas DC-6A,Avión militar,Avión
Douglas DC-6AB,Avión comercial de pasajeros,Avión
Douglas DC-6B,Avión comercial de pasajeros,Avión
Douglas DC-6BF,Avión comercial de pasajeros,Avión
Douglas DC-7,Avión militar,Avión
Douglas DC-7 / F-100F,Avión comercial de pasajeros,Avión
Douglas DC-7 / Lockheed S Constellation,Avión comercial de pasajeros,Avión
Douglas DC-7-C,Avión comercial de pasajeros,Avión
Douglas DC-7B,Avión militar,Avión
Douglas DC-7B / U.S. Air Force F-89J,Avión comercial de pasajeros,Avión
Douglas DC-7BF,Avión comercial de pasajeros,Avión
Douglas DC-7C,Avión comercial de pasajeros,Avión
Douglas DC-7CF,Avión comercial de pasajeros,Avión
Douglas DC-8,Avión comercial de pasajeros,Avión
Douglas DC-8-43F,Avión comercial de pasajeros,Avión
Douglas DC-8-52,Avión comercial de pasajeros,Avión
Douglas DC-8-54F,Avión comercial de pasajeros,Avión
Douglas DC-8-55F,Avión comercial de pasajeros,Avión
Douglas DC-9-15F,Avión comercial de pasajeros,Avión
Douglas DC-9-31 /Cessna 206,Avión militar,Avión
Douglas DC-C-54A,Avión militar,Avión
Douglas DC3-G102,Avión comercial de pasajeros,Avión
Douglas DC6B,Avión comercial de pasajeros,Avión
Douglas DC9-15F,Avión militar,Avión
Douglas DF-151,Avión comercial de pasajeros,Avión
Douglas DST-A-207A,Avión militar,Avión
Douglas EC-54U,Avión comercial de pasajeros,Avión
Douglas M-3,Avión comercial de pasajeros,Avión
Douglas M-4,Avión militar,Avión
Douglas MC-54M,Avión militar,Avión
Douglas R4D-6,Avión militar,Avión
Douglas R5D-3,Avión militar,Avión
Douglas R5D2,Avión militar,Avión
Douglas R6D-1 (C-118B),Avión militar,Avión
Douglas R6D-1 (DC-6),Avión militar,Avión
Douglas VC-47A,Avión militar,Avión
EC-121H (Super Constellation),Avión comercial de pasajeros,Avión
EMB 721C Sertanejo,Avión comercial de pasajeros,Avión
Embraer 110 Bandeirante,Avión comercial de pasajeros,Avión
Embraer 110 P1 Bandeirante,Avión comercial de pasajeros,Avión
Embraer 110C Bandeirante,Avión comercial de pasajeros,Avión
Embraer 110EJ Band./Embraer 110P Band.,Avión comercial de pasajeros,Avión
Embraer 110P Bandeirante,Avión comercial de pasajeros,Avión
Embraer 110P1 Bandeirante,Avión comercial de pasajeros,Avión
Embraer 110P1A Bandeirante,Avión comercial de pasajeros,Avión
Embraer 110P2 Bandeirante,Avión comercial de pasajeros,Avión
Embraer 120 Brasilia,Avión comercial de pasajeros,Avión
Embraer 120-RT Brasilia,Avión comercial de pasajeros,Avión
Embraer 120ER Brasilia,Avión comercial de pasajeros,Avión
Embraer 120RT Brasilia,Avión comercial de pasajeros,Avión
Embraer 120RT- Brasilia,Avión comercial de pasajeros,Avión
Embraer 820C Navajo,Avión militar,Avión
Embraer C-95 Bandeirante,Avión militar,Avión
Embraer C-95C Bandeirante,Avión comercial de pasajeros,Avión
Embraer EMB-110 Bandeirante,Avión comercial de pasajeros,Avión
Embraer EMB-110C Bandeirante,Avión comercial de pasajeros,Avión
Embraer EMB-110P1 Bandeirant,Avión comercial de pasajeros,Avión
Embraer EMB-120 Brasilia,Avión comercial de pasajeros,Avión
Embraer EMB-120ER,Avión comercial de pasajeros,Avión
Embraer ERJ-190-100LR,Avión comercial de pasajeros,Avión
Embraer ERJ-190AR,Avión militar,Avión
Embraer-110 C-95B Bandeirante,Avión comercial de pasajeros,Avión
Embraer/Piper EMB-810C Seneca,Helicóptero de trasnporte y pasajeros,Helicóptero
